Made,Body,Year,Fuel_Type,Transmission,Condition,Price,Cylinder_Numbers,Engine_Size,Estimated_Mileage,Warranty,peakrpm,Owners
Honda,Saloon,2006,Petrol,Manual,Fair,6669.178467,3,2.795863143,37617.51157,10,6384,2
Nissan,SUV,2009,Electric,Manual,Good,11993.76301,3,2.032710856,27082.82055,22,4431,4
Chevrolet,Hatchback,2015,Electric,Automatic,Good,19579.55,2,2.495949315,21006.46051,16,5102,4
Toyota,Hatchback,2009,Electric,Automatic,Fair,20588.72535,6,2.262015349,14305.69939,19,5809,2
Honda,Saloon,2003,Petrol,Manual,Fair,5481.852245,2,2.00610189,40040.74026,14,4147,4
Ford,SUV,2020,Electric,Automatic,Good,23712.19328,6,2.539422128,16190.00786,15,5251,2
Ford,SUV,2015,Electric,Automatic,Excellent,25984.71906,2,2.946839788,10734.66949,9,4441,1
Honda,Saloon,2007,Petrol,Manual,Fair,5038.327985,2,1.943641844,42879.9054,7,4164,4
Ford,Hatchback,2010,Electric,Manual,Excellent,25397.25519,5,2.276928032,12177.49314,30,4152,1
Nissan,SUV,2008,Petrol,Manual,Fair,11033.71888,3,1.86270923,32089.19181,11,6500,2
Chevrolet,Hatchback,2009,Electric,Manual,Good,16499.28572,4,1.925466048,22050.51901,16,4262,4
Nissan,SUV,2014,Electric,Manual,Good,12656.43875,4,2.00325802,27524.12333,32,6249,2
Ford,Hatchback,2009,Hybrid,Manual,Good,21029.4942,4,3.320272742,18774.60343,34,5821,4
Toyota,Saloon,2018,Hybrid,Manual,Excellent,27007.50226,3,2.769891846,9260.218514,31,5109,2
Chevrolet,Hatchback,2017,Petrol,Manual,Good,11734.33724,2,2.059217635,25448.62816,8,4658,2
Chevrolet,Saloon,2007,Electric,Manual,Good,17049.69531,3,2.706249798,20750.00471,18,4741,4
Honda,Saloon,2002,Petrol,Manual,Fair,6051.159131,3,1.841279061,39198.09074,17,5417,3
Honda,Saloon,2007,Petrol,Manual,Good,5772.149668,3,2.398739027,37415.13951,23,5167,4
Toyota,Hatchback,2006,Electric,Automatic,Excellent,22314.53983,6,2.524201533,16804.94629,11,5357,2
Chevrolet,Coupe,2006,Petrol,Automatic,Fair,16448.14471,5,2.671052684,24813.00461,15,4868,2
Toyota,Hatchback,2009,Hybrid,Automatic,Excellent,45168.2093,6,3.118121198,6894.30719,11,5798,1
Honda,Saloon,2000,Petrol,Manual,Fair,4281.703974,3,1.651403372,46550.34603,16,5899,2
Honda,Saloon,2003,Petrol,Manual,Good,4339.660208,3,2.02510459,44343.26253,33,6423,4
Chevrolet,Coupe,2004,Hybrid,Manual,Fair,16525.43377,4,2.481980391,24469.37744,33,5568,2
Nissan,SUV,2008,Petrol,Manual,Good,9516.899336,3,2.409831614,33792.28828,30,5297,4
Ford,SUV,2014,Hybrid,Automatic,Excellent,20869.47566,5,2.302697696,15856.78506,10,4895,3
Honda,Saloon,2004,Petrol,Manual,Fair,6263.255981,3,2.061833935,41957.90381,32,5978,2
Honda,Saloon,2004,Petrol,Manual,Fair,6820.208553,2,2.354571478,40300.82945,20,5620,4
Nissan,SUV,2007,Petrol,Manual,Good,11168.20876,3,2.36203794,28660.49319,20,4749,2
Nissan,SUV,2007,Electric,Manual,Good,11684.86974,3,2.295988541,31115.74873,17,5851,3
Toyota,Saloon,2004,Hybrid,Manual,Fair,19378.07424,5,2.298760341,18978.87382,14,4947,4
Toyota,Hatchback,2008,Hybrid,Automatic,Good,22143.3471,4,2.279073579,19290.00414,18,4556,3
Ford,Hatchback,2008,Hybrid,Manual,Excellent,20491.30092,6,2.423496017,13903.39589,21,4909,4
Ford,SUV,2017,Electric,Automatic,Excellent,28044.03928,6,2.441472416,9169.943429,26,5893,1
Chevrolet,Hatchback,2009,Hybrid,Automatic,Good,16101.96464,6,1.904037343,22387.29902,7,5582,4
Toyota,Hatchback,2010,Hybrid,Automatic,Good,27535.27368,6,2.932730691,8380.527151,22,5122,1
Honda,Saloon,2007,Petrol,Manual,Fair,4785.029383,3,1.676312162,43550.04013,14,5439,4
Toyota,Truck,2012,Hybrid,Automatic,Excellent,22781.76285,5,2.744952041,14236.30817,31,6084,1
Honda,Saloon,2008,Petrol,Manual,Fair,5303.129593,2,1.75798748,43072.94915,28,4793,2
Nissan,SUV,2010,Electric,Manual,Fair,10725.1186,3,2.246191774,27833.70394,24,4219,2
Toyota,Truck,2013,Petrol,Automatic,Good,35766.56753,6,2.188877142,7738.468977,33,5776,1
Nissan,SUV,2013,Petrol,Manual,Good,12376.96096,3,2.343911037,29895.96819,11,5528,2
Ford,SUV,2003,Hybrid,Automatic,Good,24862.20957,2,2.53577663,13191.21916,31,4556,2
Ford,SUV,2005,Electric,Automatic,Good,21087.10134,5,2.587682167,9813.368795,9,5711,1
Chevrolet,Hatchback,2010,Hybrid,Automatic,Fair,19023.90915,3,2.019351948,19341.33309,16,4879,1
Toyota,Hatchback,2009,Electric,Automatic,Excellent,21931.58229,3,3.159728655,16896.69224,30,5919,2
Nissan,SUV,2007,Petrol,Manual,Good,8106.490843,2,1.44212603,38564.12621,20,4326,4
Honda,Saloon,2002,Petrol,Manual,Fair,6898.278828,3,2.063029371,36651.51203,23,6561,3
Ford,Hatchback,2013,Electric,Automatic,Good,29475.70727,4,2.344539876,8152.501878,35,6402,2
Ford,Hatchback,2012,Hybrid,Automatic,Good,25523.95496,4,2.817953498,12854.32056,32,4212,2
Honda,Saloon,2004,Petrol,Manual,Good,4971.13082,2,1.743702898,43218.75804,17,4955,4
Nissan,SUV,2006,Petrol,Manual,Fair,8475.772306,3,1.951780911,38465.36155,17,5896,3
Nissan,SUV,2012,Petrol,Manual,Good,11993.55648,2,2.120885563,32785.38893,25,4342,4
Toyota,Saloon,2018,Hybrid,Manual,Excellent,29971.80081,5,2.553985402,7721.457479,22,5967,2
Toyota,Saloon,2005,Hybrid,Automatic,Good,20362.4495,3,2.239683001,22547.83517,12,4484,4
Chevrolet,Hatchback,2015,Hybrid,Manual,Good,15859.75627,4,2.634367708,23570.46114,16,4773,4
Ford,Hatchback,2010,Hybrid,Manual,Good,24749.71502,3,2.118417276,13508.31905,25,4327,2
Toyota,Saloon,2019,Hybrid,Automatic,Good,25280.4716,3,2.805012789,14007.29741,10,4528,1
Nissan,SUV,2016,Petrol,Manual,Fair,12833.5142,3,1.933679326,25291.06205,17,5968,3
Honda,Saloon,2004,Petrol,Manual,Fair,5468.405263,3,1.408110314,42092.22024,22,5965,2
Nissan,SUV,2006,Electric,Manual,Good,10599.00053,2,2.279333664,33651.63338,7,5982,4
Ford,Hatchback,2009,Electric,Automatic,Good,25189.28249,2,2.224315656,13350.29306,33,5609,2
Nissan,Coupe,2002,Petrol,Manual,Good,7210.41217,2,1.667128134,41287.14609,9,5804,4
Chevrolet,Coupe,2005,Electric,Manual,Good,10820.36621,2,2.378355411,32836.25433,7,4600,4
Ford,Hatchback,2010,Electric,Automatic,Good,22461.18997,5,1.886245242,13905.39004,19,5503,2
Honda,Saloon,2001,Petrol,Manual,Fair,6618.414141,3,1.805298755,37252.22319,19,6128,4
Chevrolet,Hatchback,2012,Hybrid,Manual,Good,22769.48256,3,2.645847439,14093.7773,18,5036,1
Ford,Hatchback,2014,Hybrid,Manual,Excellent,20869.48321,5,2.032772844,17076.41811,22,5815,2
Honda,Saloon,2001,Petrol,Manual,Fair,6674.599127,2,1.601079173,39030.56378,31,5810,4
Chevrolet,Coupe,2006,Electric,Manual,Good,17129.35677,4,2.301236552,19586.32399,22,4649,3
Chevrolet,Hatchback,2009,Hybrid,Automatic,Good,23182.14988,3,2.25148995,14701.26932,27,6089,3
Ford,Hatchback,2019,Electric,Manual,Excellent,23840.00453,5,2.504296028,14205.67521,23,5742,2
Toyota,Truck,2012,Hybrid,Manual,Excellent,23800.69606,2,2.308485966,11453.37012,8,4320,2
Chevrolet,Hatchback,2013,Hybrid,Automatic,Good,18511.26874,4,1.986378976,12713.97207,26,4799,3
Chevrolet,Hatchback,2012,Hybrid,Automatic,Fair,18578.51241,3,2.482515706,19395.9726,21,5196,3
Honda,Saloon,2002,Petrol,Manual,Good,7596.370041,3,2.314315456,37303.3048,24,4877,2
Nissan,Coupe,2006,Petrol,Manual,Good,9707.615658,2,1.874279546,33655.56412,11,4715,2
Ford,Hatchback,2020,Electric,Manual,Excellent,25721.22821,5,3.06808616,14604.28975,28,6315,1
Ford,SUV,2006,Electric,Manual,Good,17383.77478,2,2.789043294,21260.04005,31,4168,3
Toyota,Hatchback,2008,Electric,Manual,Fair,20223.16197,3,3.150645114,17657.36475,11,6454,3
Toyota,Truck,2016,Hybrid,Automatic,Good,24117.81594,4,2.386383822,13570.05304,23,4629,2
Ford,Hatchback,2015,Hybrid,Automatic,Good,24415.01693,2,2.43691365,10337.41474,14,6239,2
Toyota,Saloon,2020,Hybrid,Manual,Good,22191.65259,3,2.288246726,16796.91282,23,5611,2
Honda,Saloon,2004,Petrol,Manual,Fair,6483.533216,3,2.157262451,39188.74425,11,4665,3
Ford,Hatchback,2020,Hybrid,Manual,Excellent,21906.76973,2,2.035814556,11393.99348,14,4131,2
Toyota,Saloon,2018,Electric,Manual,Good,34491.49198,3,2.644317361,10093.55623,30,4419,1
Ford,Hatchback,2020,Hybrid,Automatic,Good,23173.19569,3,2.695573043,12941.52614,23,5609,1
Nissan,Coupe,2008,Electric,Manual,Fair,10346.23766,2,1.85671652,30224.74043,30,6238,2
Chevrolet,Hatchback,2015,Electric,Manual,Good,17345.22883,5,2.208056593,20086.46153,21,6076,2
Ford,Hatchback,2016,Hybrid,Automatic,Excellent,23627.9373,2,2.614090443,12333.63666,29,4295,2
Chevrolet,Hatchback,2012,Petrol,Manual,Good,19639.05278,3,2.288582265,15869.54722,35,4902,4
Toyota,Saloon,2022,Electric,Manual,Excellent,26689.94402,5,2.34484349,7959.778257,28,4746,1
Chevrolet,Hatchback,2009,Hybrid,Automatic,Fair,16434.9037,4,2.481312643,22574.7037,18,5578,2
Ford,Hatchback,2009,Hybrid,Manual,Good,25340.10803,6,2.487937929,9758.948232,16,5931,1
Nissan,Coupe,2003,Petrol,Manual,Good,9462.275416,3,2.155240769,31844.39563,13,5052,2
Toyota,Saloon,2019,Hybrid,Manual,Good,28913.12045,2,2.366198166,8551.757332,31,5260,1
Ford,Hatchback,2021,Hybrid,Automatic,Good,28590.48848,6,2.386762454,11138.9841,29,4590,2
Toyota,Saloon,2019,Hybrid,Manual,Excellent,30960.16258,2,2.862213469,8554.307042,22,5264,1
Honda,Saloon,2003,Petrol,Manual,Fair,5137.841212,2,2.443529769,45828.7493,14,5086,3
Chevrolet,Coupe,2006,Petrol,Manual,Fair,8913.839648,3,1.91512859,37613.15425,11,6584,2
Honda,Saloon,2002,Petrol,Manual,Good,8457.620638,3,2.293844206,35487.94779,6,6341,4
Ford,Hatchback,2017,Hybrid,Automatic,Good,26098.47406,4,2.691257446,11059.25456,6,4156,1
Nissan,SUV,2013,Petrol,Manual,Good,10265.98711,2,2.360362181,30376.08346,18,6591,3
Toyota,Saloon,2019,Hybrid,Automatic,Excellent,22441.24559,5,2.392130261,11749.98953,12,5485,2
Chevrolet,Hatchback,2011,Petrol,Manual,Fair,11849.89001,4,2.453640431,32238.32737,15,4610,4
Toyota,Truck,2014,Hybrid,Manual,Good,15985.12956,2,2.429291164,24938.67398,23,4466,4
Ford,Hatchback,2021,Electric,Manual,Excellent,22650.84606,2,2.288169442,10882.18371,11,4424,2
Toyota,Saloon,2003,Hybrid,Manual,Good,26765.14896,3,2.406012556,14379.18403,18,5559,1
Chevrolet,Hatchback,2012,Hybrid,Manual,Excellent,23055.67236,6,3.192933567,6898.370681,10,5971,2
Ford,Hatchback,2012,Hybrid,Automatic,Good,24972.75348,5,2.740442044,12851.18917,26,4228,2
Toyota,Saloon,2019,Hybrid,Manual,Good,45348.70313,6,3.056488456,5999.878398,31,5162,1
Nissan,Coupe,2006,Petrol,Manual,Good,8901.066843,3,1.987087792,32950.00729,20,6311,2
Ford,Coupe,2011,Hybrid,Manual,Good,22168.80405,2,2.303464856,14723.11299,17,6292,2
Ford,Coupe,2012,Hybrid,Automatic,Fair,18106.73506,6,2.384595588,20111.89548,27,6140,4
Nissan,Coupe,2001,Petrol,Manual,Fair,7857.568655,3,1.743587031,35723.20041,16,5960,4
Honda,Saloon,2001,Petrol,Manual,Fair,4961.872361,2,1.497109472,44621.28699,16,4489,4
Chevrolet,Hatchback,2017,Petrol,Manual,Good,16909.80332,4,2.489668709,20035.01448,13,5077,3
Honda,Saloon,2001,Petrol,Manual,Fair,4536.134643,3,2.450959157,37545.17733,10,6073,2
Toyota,Hatchback,2010,Electric,Manual,Good,21943.63634,3,2.901556999,14423.01029,13,6306,3
Nissan,Coupe,2008,Petrol,Manual,Good,9641.256853,3,2.301874501,26509.50037,10,5015,2
Honda,Saloon,2007,Petrol,Manual,Fair,3796.988479,3,1.819184596,46580.40595,15,4820,4
Ford,Hatchback,2016,Hybrid,Manual,Good,29928.81683,2,3.061449897,9829.039045,20,4588,2
Toyota,Truck,2014,Hybrid,Manual,Excellent,34907.54724,4,3.235866002,5042.091289,11,6512,1
Toyota,Saloon,2022,Hybrid,Manual,Excellent,31164.77858,2,2.733766204,8965.30955,29,5038,1
Honda,Saloon,2006,Petrol,Manual,Fair,6591.880252,2,2.415141821,35662.76962,23,4537,2
Honda,Saloon,2002,Petrol,Manual,Good,6526.04394,3,1.386658525,40235.95103,28,6394,2
Nissan,Coupe,2005,Petrol,Manual,Good,10497.17571,3,2.243927065,32056.08872,8,5159,4
Chevrolet,Hatchback,2016,Electric,Automatic,Fair,18258.35804,5,2.440390582,17785.68092,14,5192,4
Honda,Saloon,2004,Petrol,Manual,Good,6381.997829,3,1.844006051,41840.92199,15,5572,2
Honda,Saloon,2006,Petrol,Manual,Fair,4538.902363,3,1.858208235,44892.15225,12,4858,2
Ford,Hatchback,2019,Hybrid,Automatic,Good,24464.63725,3,2.802904207,16154.02177,24,4367,2
Toyota,Truck,2015,Electric,Automatic,Good,28493.25533,2,2.690198096,13285.23198,29,4818,1
Chevrolet,Coupe,2005,Petrol,Manual,Good,19014.89738,2,2.537669052,16514.05769,31,4997,4
Ford,Hatchback,2018,Hybrid,Automatic,Good,28592.31202,5,2.916113054,9672.392166,7,4974,2
Nissan,SUV,2011,Petrol,Manual,Good,11903.97129,3,2.314537008,26068.88851,31,5059,2
Nissan,Coupe,2006,Petrol,Manual,Good,8911.963667,3,2.198030195,33230.14806,33,6547,4
Honda,Saloon,2000,Petrol,Manual,Fair,5065.834359,2,2.149408023,42481.33753,13,6351,4
Honda,Saloon,2006,Petrol,Manual,Fair,7455.836425,3,1.589935675,38902.00809,12,5887,3
Nissan,Coupe,2008,Electric,Manual,Fair,10697.88854,2,2.431359372,30866.58535,33,6356,2
Honda,Saloon,2008,Petrol,Manual,Good,5627.274653,3,2.136266915,45430.2618,10,4717,2
Chevrolet,Hatchback,2010,Electric,Manual,Good,17329.90752,5,2.508444959,18466.20537,9,6095,4
Honda,Saloon,2007,Petrol,Manual,Fair,5896.040686,2,1.991506452,40447.08947,16,5090,4
Toyota,Truck,2017,Electric,Automatic,Good,27354.12174,6,2.618526287,9937.387368,31,4565,1
Honda,Saloon,2003,Petrol,Manual,Good,7636.652976,2,2.386149068,33579.73803,33,6390,4
Ford,Hatchback,2017,Hybrid,Automatic,Fair,20417.65406,5,1.864103333,13430.7607,35,4738,1
Chevrolet,Hatchback,2014,Electric,Manual,Fair,18877.92299,5,1.580904371,16383.02376,15,5612,4
Ford,Hatchback,2018,Hybrid,Manual,Good,25023.92631,6,2.824805654,12645.72928,6,4351,2
Ford,Coupe,2012,Hybrid,Manual,Good,16052.19914,5,2.238505023,22015.85367,14,4920,3
Toyota,Saloon,2018,Hybrid,Manual,Excellent,38524.18043,2,2.196857304,4508.647543,9,5822,1
Chevrolet,Hatchback,2016,Electric,Manual,Fair,18628.31496,2,2.133262644,19705.99963,27,4935,4
Chevrolet,Coupe,2005,Electric,Automatic,Good,21469.61059,4,2.52474154,19482.17218,11,5263,4
Chevrolet,Hatchback,2015,Electric,Automatic,Fair,13146.42007,3,2.176641891,25245.97785,23,6482,4
Chevrolet,Hatchback,2011,Electric,Automatic,Good,23781.57004,3,2.458044128,10575.05141,30,4233,2
Chevrolet,Hatchback,2018,Electric,Automatic,Good,16942.7855,2,2.419232879,21542.05984,18,5125,2
Toyota,Saloon,2004,Electric,Manual,Good,14483.31309,4,1.972561786,28441.33542,18,5206,2
Honda,Saloon,2002,Petrol,Manual,Good,4777.712432,3,1.535254629,49077.58151,6,4912,3
Ford,Coupe,2012,Hybrid,Automatic,Good,19085.42364,4,2.5944158,17391.20596,9,5787,4
Chevrolet,Hatchback,2008,Hybrid,Automatic,Good,15679.81968,2,2.685049601,25245.48843,9,5089,4
Honda,Saloon,2004,Petrol,Manual,Fair,4910.182866,3,2.001365367,43073.70851,23,6238,2
Honda,Saloon,2003,Petrol,Manual,Good,7010.451368,2,1.300751357,39224.47122,29,4398,2
Ford,Hatchback,2014,Hybrid,Manual,Good,24716.06389,6,2.413095821,12873.11086,32,5602,2
Toyota,Saloon,2022,Hybrid,Automatic,Good,28556.37871,6,2.203935197,10787.16805,23,6158,2
Nissan,SUV,2011,Petrol,Manual,Good,10345.06275,3,1.982031984,32762.50415,23,6003,4
Nissan,SUV,2011,Petrol,Manual,Good,9332.40594,2,2.045402884,33246.01899,20,5140,3
Honda,Saloon,2006,Petrol,Manual,Fair,4640.59641,2,2.459421277,44193.89867,23,6502,4
Ford,Coupe,2012,Petrol,Automatic,Good,17954.79651,4,2.524974489,22061.94831,20,4385,4
Nissan,Coupe,2004,Petrol,Manual,Good,7496.77719,3,1.271167735,40535.87227,22,5459,4
Honda,Saloon,2000,Petrol,Manual,Fair,5108.03416,3,1.545907207,43251.068,14,5381,3
Toyota,Truck,2011,Hybrid,Manual,Good,34467.0941,4,3.075215402,4493.386794,10,6395,1
Nissan,Coupe,2005,Petrol,Manual,Fair,7456.248419,3,1.811776319,36679.33687,16,4175,4
Honda,Saloon,2002,Petrol,Manual,Good,7678.167952,3,2.164247197,37810.2862,21,5495,4
Honda,Saloon,2003,Petrol,Manual,Fair,5145.82276,3,1.780214177,45658.92065,25,4215,4
Chevrolet,Hatchback,2014,Electric,Manual,Good,13934.51101,4,2.481166667,26169.37124,7,5030,4
Toyota,Truck,2015,Electric,Automatic,Good,28107.85063,2,2.677964126,10475.99958,22,5172,2
Chevrolet,Hatchback,2020,Electric,Automatic,Good,21801.68987,2,2.669619759,14553.28667,6,4554,2
Ford,Hatchback,2019,Electric,Manual,Good,17502.84745,2,1.709912617,20039.1646,23,4910,2
Chevrolet,Hatchback,2018,Petrol,Manual,Fair,17731.04502,6,2.458522971,20889.08257,22,4362,2
Chevrolet,Hatchback,2018,Hybrid,Manual,Good,21561.33135,3,1.955877094,20673.78191,30,4649,1
Nissan,SUV,2011,Petrol,Manual,Fair,11066.33317,3,2.402658006,29133.42936,23,4556,4
Honda,Saloon,2004,Petrol,Manual,Fair,4655.099957,2,2.634903906,43221.69634,24,5870,3
Toyota,Hatchback,2009,Electric,Automatic,Good,24975.39678,2,1.972048209,13072.70092,30,6172,2
Chevrolet,Hatchback,2016,Petrol,Manual,Good,13172.83875,3,2.369640697,29282.95778,10,4159,4
Toyota,Saloon,2018,Electric,Manual,Good,27870.64326,4,2.118618865,11409.25068,35,4618,2
Chevrolet,Hatchback,2015,Petrol,Automatic,Good,18496.56776,4,2.128100505,20947.19478,18,4355,3
Ford,Hatchback,2015,Hybrid,Manual,Good,26260.31218,4,2.376021845,5240.808754,29,4108,2
Chevrolet,Coupe,2006,Electric,Automatic,Good,15134.91439,2,2.430631932,23441.88468,28,4724,2
Nissan,Coupe,2008,Petrol,Manual,Good,8651.459788,3,2.382433983,39390.18269,16,4626,2
Honda,Saloon,2002,Petrol,Manual,Good,7188.49597,3,2.344304178,39749.37723,11,6295,2
Ford,Hatchback,2014,Electric,Manual,Good,28123.90799,4,2.273409776,13092.76674,18,5480,2
Chevrolet,Hatchback,2015,Hybrid,Manual,Good,23016.79925,3,2.622605646,17329.80611,23,6286,2
Toyota,Truck,2017,Hybrid,Automatic,Good,33105.40297,4,2.438341248,9543.922058,35,5152,1
Ford,Hatchback,2013,Electric,Automatic,Fair,17405.18112,5,2.258207202,22746.22862,14,5012,3
Ford,Coupe,2009,Hybrid,Manual,Good,28896.4556,5,2.330884931,11577.6619,9,6335,1
Chevrolet,Hatchback,2011,Petrol,Manual,Good,17896.61078,2,2.48115432,23920.14448,14,4601,2
Ford,Hatchback,2015,Hybrid,Automatic,Good,26909.94749,2,2.310622904,10061.83978,28,6332,2
Toyota,Hatchback,2006,Electric,Automatic,Good,24309.50723,5,2.454576706,13193.35737,8,6517,2
Ford,Coupe,2008,Hybrid,Manual,Excellent,20340.08508,3,2.539667941,16850.66256,27,4774,4
Toyota,Truck,2012,Electric,Manual,Good,24576.43982,5,1.931220885,7314.336717,29,5206,2
Chevrolet,Hatchback,2017,Electric,Automatic,Good,18193.72306,5,2.629661272,20287.41528,29,6007,4
Honda,Saloon,2004,Petrol,Manual,Fair,6490.114243,3,2.593452714,39233.94434,13,5157,2
Ford,Coupe,2012,Electric,Automatic,Good,27894.52652,6,2.177577913,11127.8209,18,4370,1
Honda,Saloon,2003,Petrol,Manual,Fair,5162.273992,3,1.375352979,44666.7106,29,4218,4
Toyota,Hatchback,2010,Hybrid,Automatic,Good,20376.22496,4,2.484772608,19260.03401,31,5578,1
Ford,Hatchback,2015,Electric,Manual,Good,17481.06457,2,2.496370426,21125.20516,27,5610,4
Nissan,Coupe,2008,Petrol,Manual,Fair,9366.832581,3,1.642398218,34609.80746,16,5992,4
Honda,Saloon,2008,Petrol,Manual,Fair,5325.392412,3,1.814752685,40701.64651,15,4468,2
Ford,SUV,2005,Electric,Manual,Good,22675.59058,5,2.498691333,16659.09136,16,4309,2
Honda,Saloon,2005,Petrol,Manual,Fair,6224.644922,3,1.929491534,38838.64561,8,5571,2
Ford,Hatchback,2015,Electric,Automatic,Fair,16869.52023,4,2.548240257,17591.07187,30,4312,4
Chevrolet,Hatchback,2015,Hybrid,Manual,Good,32333.4888,6,2.789765233,4104.150722,19,6341,1
Honda,Saloon,2008,Petrol,Manual,Good,6562.689321,3,1.732737626,37012.40425,19,5668,4
Nissan,Coupe,2003,Petrol,Manual,Good,9803.20535,3,2.36729493,31253.94408,17,5311,2
Nissan,Coupe,2004,Petrol,Manual,Fair,9138.858549,3,2.036657565,38670.80803,24,5409,2
Toyota,Saloon,2022,Electric,Automatic,Good,25821.95089,6,2.180205669,10597.51733,33,5609,2
Ford,Coupe,2012,Hybrid,Manual,Good,22912.30698,5,2.274849627,10890.93069,33,6298,2
Honda,Saloon,2004,Petrol,Manual,Fair,5203.652754,3,2.170741165,41444.73635,9,4624,4
Toyota,Hatchback,2010,Hybrid,Manual,Good,20174.59647,5,1.92798775,18574.75499,31,5343,4
Honda,Saloon,2008,Petrol,Manual,Good,8887.312415,3,1.709185286,32479.27266,6,4304,2
Ford,Hatchback,2019,Hybrid,Manual,Excellent,26514.62226,4,3.063754333,11326.50913,7,5434,2
Nissan,Coupe,2006,Petrol,Manual,Good,11321.96199,3,1.827645311,28424.81247,11,4118,4
Chevrolet,Coupe,2003,Electric,Automatic,Fair,19811.25796,4,2.758098394,14512.34163,35,6454,4
Nissan,SUV,2017,Electric,Manual,Good,11789.48546,3,1.697947245,28225.38411,18,4122,2
Toyota,Hatchback,2009,Hybrid,Manual,Good,28866.46528,3,2.674201541,13337.71662,19,4768,2
Chevrolet,Coupe,2005,Petrol,Manual,Good,11685.31181,2,2.458436143,30237.23354,33,5549,4
Toyota,Truck,2011,Hybrid,Manual,Good,21808.62324,3,2.047619348,10993.61697,6,5367,2
Ford,Coupe,2011,Electric,Manual,Excellent,24945.05575,6,2.222344445,8613.127434,33,4470,1
Chevrolet,Hatchback,2011,Hybrid,Manual,Fair,18626.95885,4,2.68732837,19969.83039,30,4708,3
Toyota,Saloon,2019,Hybrid,Manual,Good,26657.08057,3,3.145866043,9312.014687,13,6061,2
Ford,Hatchback,2015,Hybrid,Automatic,Good,19537.00596,2,2.577387452,16397.2379,23,5521,4
Nissan,Coupe,2002,Petrol,Manual,Fair,8858.004135,2,2.038485457,33688.74737,19,6430,2
Ford,Hatchback,2015,Electric,Automatic,Good,24990.23822,6,2.485749242,14185.78173,7,6188,1
Honda,Saloon,2003,Petrol,Manual,Good,6236.300216,2,1.65430602,39658.4477,29,4628,3
Ford,Hatchback,2020,Hybrid,Manual,Good,27101.8664,5,1.893543027,11967.3341,17,4494,1
Ford,Coupe,2010,Petrol,Automatic,Fair,19700.72251,6,2.582821693,16717.31044,32,6476,1
Honda,Saloon,2002,Petrol,Manual,Fair,6685.895653,3,1.439608592,38609.80544,29,6304,3
Toyota,Truck,2012,Hybrid,Automatic,Excellent,23135.54739,2,2.271575011,13616.41585,6,5266,2
Toyota,Truck,2016,Hybrid,Automatic,Excellent,24219.60994,3,2.428759272,14946.24582,35,5014,1
Ford,Hatchback,2021,Electric,Automatic,Excellent,23776.87286,5,2.190371575,11509.01162,26,4270,2
Honda,Saloon,2002,Petrol,Manual,Fair,4468.556348,2,2.188884068,43901.99595,20,4648,2
Honda,Saloon,2003,Petrol,Manual,Fair,6327.129023,3,2.005637106,42444.05555,16,4128,4
Nissan,SUV,2011,Electric,Manual,Good,11586.55294,2,1.999591969,32795.50655,23,4529,2
Toyota,Truck,2011,Petrol,Manual,Good,19919.64841,6,2.532567994,16996.59875,22,5112,2
Chevrolet,Hatchback,2014,Electric,Automatic,Good,23573.28557,5,2.553761133,16971.7061,8,5982,2
Toyota,Saloon,2020,Hybrid,Manual,Good,22762.32807,6,2.692905418,15708.19287,20,4188,2
Toyota,Hatchback,2009,Hybrid,Manual,Good,28945.15178,2,2.44993914,10932.71983,18,6181,1
Nissan,Coupe,2001,Petrol,Manual,Good,7715.199314,2,2.309486733,42200.31512,8,5504,2
Chevrolet,Hatchback,2012,Hybrid,Automatic,Good,24477.47427,4,2.56760368,8333.713836,18,6109,1
Nissan,Coupe,2004,Petrol,Manual,Good,8109.693141,3,2.280053179,35329.059,31,5656,4
Chevrolet,Coupe,2005,Hybrid,Automatic,Good,18621.30724,3,2.623394186,18314.3955,14,5468,3
Ford,Coupe,2010,Hybrid,Automatic,Excellent,21855.99415,4,2.644902323,15965.42497,15,4391,2
Chevrolet,Hatchback,2015,Electric,Automatic,Good,17850.30219,3,2.303281881,19596.00981,6,5188,4
Nissan,Coupe,2002,Petrol,Manual,Fair,9868.145589,2,2.200361489,33953.96381,32,5902,3
Toyota,Saloon,2003,Hybrid,Automatic,Good,24369.04929,4,2.768913477,10611.94567,7,6515,2
Chevrolet,Hatchback,2013,Hybrid,Manual,Good,15960.6224,4,1.943564192,24238.93625,30,6296,4
Chevrolet,Hatchback,2009,Hybrid,Manual,Fair,17858.36779,3,2.377254644,21225.04428,19,4415,2
Honda,Saloon,2002,Petrol,Manual,Good,6131.028237,2,1.349898294,41050.60695,10,5555,4
Toyota,Hatchback,2009,Hybrid,Manual,Excellent,27619.19452,4,2.491790608,13348.3613,30,4544,1
Ford,Hatchback,2014,Hybrid,Manual,Good,41937.8714,6,2.139500908,2146.395156,27,4500,1
Nissan,Coupe,2005,Petrol,Manual,Good,10916.49469,3,1.894471463,31998.8402,15,5761,4
Ford,Hatchback,2016,Hybrid,Manual,Good,26246.57544,6,1.948640881,11760.90497,31,5852,2
Toyota,Truck,2011,Hybrid,Automatic,Good,42661.11999,6,3.242849524,3269.238087,24,6222,1
Chevrolet,Hatchback,2015,Hybrid,Manual,Good,17230.491,4,2.087450572,20204.70151,13,4925,3
